Name,URL,Description,Seed,A,B,C,Seed,A,B,C
SwoopThat,http://www.crunchbase.com/company/swoopthat,"<p>SwoopThat is a website built by recent college grads and current students with one goal in mind: save current students both time and money when purchasing textbooks. The average student spends approximately $900 and several hours per year purchasing textbooks, and textbooks can represent up to 25% of the tuition cost at a 4-year public university.</p>

<p>At SwoopThat, we&#8217;ve developed a solution that saves students up to 75% on textbooks in about 10 minutes. This solution is built around our proprietary course search technology - students select their courses, and SwoopThat finds every book they need to buy as well as every online merchant that sells those books. Our algorithms help students find the cheapest places to buy all their books collectively, rather than one at a time.</p>

<p>SwoopThat currently supports course information from 2,347 schools nationwide, making it a leading provider of course search technology and textbook price comparison in the nation. In addition to textbook purchases, SwoopThat helps students sell their books by searching online vendors for the highest buyback price. SwoopThat&#8217;s general product search engine also provides price comparison for over 15 million products from thousands of retailers nation-wide.</p>

<p>SwoopThat.com is managed by SwoopThat LLC, a developer and in-licensor of novel search engine technology. SwoopThat is based in sunny San Diego, California.</p>",,,,,//,//,//,//
SyllabusCentral,http://www.crunchbase.com/company/syllabuscentral,<p>SyllabusCentral allows students to view course syllabi and read comments from classmates before choosing a class or professor.</p>,,,,,//,//,//,//
TAG,http://www.crunchbase.com/company/tag,"<p>TAG is an expert network connecting students with industry professionals.  </p>

<p>TAG matches students with professionals at their dream company - yes, the company they most want to work for. Using TAG&#8217;s unique Mentorship Program, students gain an unfair career advantage.</p>",,,,,//,//,//,//
Tailgater,http://www.crunchbase.com/company/tailgater,"<p>Tailgater is the first event-planning platform for sports fans. It Tailgater enables users to plan your tailgate, invite friends, find friends’ tailgates, and follow the best tailgates from across the country. </p>

<p>Tailgater also enables you to:</p>

<ul>
<li>Choose your venue, your matchup, and the date/time your tailgate starts/ends.</li>
<li>Drop your location on our venue map.</li>
<li>Send out emails inviting your friends to the party.</li>
<li>Share your event’s dedicated web address on your social networks so anyone can attend.</li>
<li>Assign tasks that your guests can claim and bring to the event.</li>
<li>Search by tailgate name, league, team, date, or by your friend’s name. </li>
</ul>

<p>Tailgater also allows tailgates to compete for #1.  They will broadcast the Top Tailgates from each venue so everyone will know.</p>

<p>You can also follow awesome tailgates or whole conferences to keep up with the action.</p>",,,,,//,//,//,//
Take to College,http://www.crunchbase.com/company/take-to-college,"<p>Take to College is a resource for high school seniors to create their own college shopping list. Launched in November 2009, the site existed as a static page and had a successful first summer, attracting over 150,000 visits under the former name, &#8220;What to Take to College&#8221;. Since then, Take to College has been completely redesigned and is now interactive.</p>",,,,,//,//,//,//
TeacherTube,http://www.crunchbase.com/company/teachertube,<p>TeacherTube aims to provide an online community for sharing instructional videos. </p>,,,,,//,//,//,//
Team Classroom,http://www.crunchbase.com/company/team-classroom,"<p>Team Classroom was founded to help school districts and colleges purchase and install simple, customizable classroom technology bundles themselves, without the need to hire an expensive audio visual integration company.  With your internal AV team, IT group, facilities managers, or electricians, you organization already possesses the general construction knowledge required to install classroom presentation technology.  When you combine your in-house knowledge with Team Classroom’s integration experience, you now have the ability to install your own classroom technology systems for a fraction of the cost.  </p>

<p>Team Classroom provides its customers with complete Audio Visual system design via our online customization wizard, system flow diagrams show you know exactly how the system will be wired, How-To Instructional Videos walk you through the entire installation process for your specific room from beginning to end, a Color-Coded Cabling System that directly matches your bundle’s wiring diagram ensures the system is correctly wired, and we offer pre-programmed Crestron control systems so that once your equipment is installed, it just works.  Team Classroom empowers schools and colleges to become AV installation experts.   </p>",,,,,//,//,//,//
Teamie,http://www.crunchbase.com/company/teamie,"<p>Teamie is a social learning platform that drives collaboration, enhances educator productivity &amp; institution performance. </p>

<p>Social Networking has enabled a new way of collaboration and sharing and while public social networks act as a good platform for collaboration with friends, they are not purpose-built for learning. Hence Teamie creates a structured social network between students, teachers, parents and management that is safe and provides tools that improve learning. Teamie has achieved this by creating a layer of social collaboration on top of a strong learning management system and by adding analytics &amp; a recommendation engine to provide insights and recommendations to learners.</p>

<p>Teamie provides a familiar social network-like workspace together with lessons and assignments that the teacher can post in their virtual classrooms. Hence Teamie mimics the school experience by providing features like online classrooms, study groups (for group projects with a document store and task manager), bulletin board and locker room. </p>

<p>Teamie is a 100% Cloud-based platform and is building Mobile applications on Android and iOS that will enable anytime anywhere access to the platform. Real-time notifications, access to lessons &amp; assignments and the ability to collaborate on the go will make the learning process continue even beyond the classroom.</p>",387000.0,,,,3/24/2011,//,//,//
TenantcY,http://www.crunchbase.com/company/tenantcy,"<p>TenantcY is designed to help college students find roommates, rooms, and even trucks to help move.</p>",,,,,//,//,//,//
Textbo,http://www.crunchbase.com/company/textbo,<p>Textbo is a emerging leader in the college textbook industry. The company runs a textbook price comparison platform which is being used by entrepreneurs and student organizations at over 40 universities nationwide.</p>,,,,,//,//,//,//
Textbook Ace,http://www.crunchbase.com/company/textbookace-com-textbook-ace,"<p>TextbookAce.com, provides a array of Novels, PRE-K Textbooks, K-12 Textbooks, College Textbooks, Professional Textbooks, Legal Textbooks and Medical Textbooks. </p>

<p>Textbook Ace is one of the LARGEST academic used bookstore in Utah. Our Salt Lake warehouse and shop together stock thousands of books! While only a fraction of these are currently searchable online, hundreds more are added each week. Over the past five years, we have sold tens of thousands of books to students, professors, librarians, and countless other satisfied customers in more than forty countries.</p>",,,,,//,//,//,//
Textbook Donations - DonateTextbooks.com,http://www.crunchbase.com/company/textbook-donations-donatetextbooks-com,"<p>DonateTextbooks.com is always accepting donations of textbooks. Every year millions of trees are cut down for the production of new college and high school textbooks, DonateTextbooks.com helps minimize this destruction by recycling used textbooks. </p>",,,,,//,//,//,//
Textbook Revolt,http://www.crunchbase.com/company/textbook-revolt,"<p>Textbook Revolt aims to revolutionize the college textbook market by empowering students to save money by creating a trusted network for textbook exchanges.</p>

<p>The cost of college textbooks has doubled the rate of inflation over the past 20 years.  Students spend over $4.9 billion on college textbooks each year with few alternatives to help them save money.  The average yearly cost of textbooks has increased from $898 in 2005 to over $1,000 in 2006.  Every year television reports and newspaper columns have stories about the rising prices of textbooks and the lack of options available for the students, but there still has been very little progress in this industry.</p>

<p>Textbook Revolt began addressing the problem of high priced textbooks by experimenting with a completely free college textbook exchange named Socialbib.  The site has received many accolades from students who were previously dissatisfied with the options available to them.  As a result, students from over 1,300 schools nationwide joined Socialbib and posted over $1,000,000 in college textbooks.</p>

<p>Research proves that although online retailers such as Ebay and Amazon have added competition they have not significantly changed the landscape of the textbook industry.  Demand is rapidly increasing as the overall cost of education continues to rise.  It is evident that this problem will continue to exist as long as students are not presented with compelling alternatives.  The knowledge gained though Socialbib gives Textbook Revolt a competitive advantage to be the first service of its kind to market.  The demand from students when combined with the business opportunities create a &#8220;perfect storm&#8221; for Textbook Revolt.</p>",,,,,//,//,//,//
TextbookSpyder.com,http://www.crunchbase.com/company/textbookspyder-com,"<p>Textbook Spyder is a search engine for college textbook prices. </p>

<p>Our search engine scours the web for the cheapest textbook prices around. By comparing prices on new, used, rental, e-book, and international discount textbooks, you can save up to 99% off.</p>",,,,,//,//,//,//
TextbookTime.com Textbook Time,http://www.crunchbase.com/company/textbooktime-com-textbook-time,"<p>TextbookTime.com makes it easy to save money on college textbooks, used textbooks, cheap textbooks and digital textbooks you need. TextbookTime.com has the most used textbooks on the planet, the largest selection of digital textbooks and ebooks and the fastest shipping on textbooks to anywhere in the USA. Get cash for books when you sell textbooks through our textbook buyback program. Whether you are looking to buy textbooks, sell textbooks or rent textbooks, we have the college books you need at the low textbook prices you want.  http://www.TextbookTime.com</p>",50000.0,,,,9/1/2010,//,//,//
Textbooks,http://www.crunchbase.com/company/textbooks,"<p>Textbooks.fm compares prices of online textbook retailers to find prices on new, used, rental, international, and ebooks.</p>",,,,,//,//,//,//
Textbookstop,http://www.crunchbase.com/company/textbookstop,"<p>Textbookstop offers virtually all currently published textbooks for rent or purchase. Since it can sometimes be hard to make the decision to rent textbooks or buy textbooks, they removed any hassle for you by clearly displaying the purchase price and textbook rental price, giving you the power to make the best decision. They simplified the process one step further by adding a local dropstop so you don&#8217;t have to worry about packaging and then shipping your rental returns. All dropstops accept textbook rental returns and buy textbooks at competitive prices throughout the year.</p>

<p>Textbookstop prides itself on fast and reliable customer service. They stand behind each and every transaction. If you are not satisfied with your order, they will work to resolve the issue immediately. </p>",,,,,//,//,//,//
The Aspiring Professional,http://www.crunchbase.com/company/the-aspiring-professional,"<p>The Aspiring Professional, or TAP, provides social networking, information sharing, and scholarship opportunities for college- and professional-level students as well as philanthropists.</p>

<p>TAP provides most of the &#8220;staple&#8221; features of social networks, including adding contacts (or &#8220;friends&#8221;), groups, messaging, and forums.  TAP is not a reinvention of the wheel, but rather a purpose-driven, cleaner concept of the &#8220;wheel&#8221; that is social networking &#8211; where other services tend to revolve around jokes and viral videos and party pictures, TAP remains focused on providing the information and contacts a serious student needs to make it in higher and continuing education.</p>

<p>Colleges, educational institutions, and non-profit organizations may establish institutional profiles with attached groups and forums, allowing very specific discussion regarding an organization among its members and potential members.  TAP already lists more than 3000 colleges and universities in the United States, and at any time a profile may be updated by a member or a new profile added for an institution that is missing.</p>

<p>Its articles and commentaries section is designed to feature news from around the world of higher education as well as articles from professionals, educators, and students with relevant thoughts and information to provide to our community.  Each member also has a full-featured blog at his or her disposal, allowing free commentary and discussion to the fullest.</p>",,,,,//,//,//,//
The Athletes Network,http://www.crunchbase.com/company/the-athletes-network,"<p>The Athleteâ€™s Network is a social network designed to connect the 7.6 million high school athletes in the US with college coaches.  The current college recruitment process is broken.  </p>

<p>By joining The Athletes Network every athlete regardless of skill level will have an opportunity to be discovered and play that the next level. </p>

<p>We provide a platform and opportunities for athletes to develop the â€œintangiblesâ€ that will help them stand out amongst their peers.  </p>",,,,,//,//,//,//
The Black Sheep,http://www.crunchbase.com/company/the-black-sheep,"<p>The Black Sheep is Black Card Media&#8217;s collegiate media source that connect students with local, regional and national advertisers. Formed in three distinct branches, print, online and mobile, The Black Sheep provides painless access to the college demographic.</p>

<p>THE BLACK SHEEP NEWSPAPER
The Black Sheep is a print periodical written for students, by students. With a distribution in Fall of 2012 at 20 of the largest markets in the country and a monthly distribution of over 200,000, The Black Sheep is a regular source of entertainment for thousands of students. From magazine-style content to games, contests and prizes, there&#8217;s something in The Black Sheep for every student. For clients looking to engage socially-active 18-25 year-olds, The Black Sheep is an essential tool for raising awareness of new products and services.</p>

<p>THE BLACK SHEEP ONLINE
With content found in the print version of The Black Sheep, plus additional web-only content from schools across the country, students are privy to our unique style of comedy whenever and wherever they choose. Clients have sponsorship and banner ads at their disposal on The Black Sheep Online, but be careful, that kind of reach has been known to kill.</p>

<p>THE BLACK SHEEP MOBILE
In the age of smartphones, few tech-savvy students spend time away from their easily-pocketed devices. With The Black Sheep Mobile, readers have the ability to consume content, view food and nightlife specials, and share their college experiences with one another like never before. For businesses, we can raise product awareness through push-through advertising and application sponsorship, while remaining on the forefront of a new age of media.</p>",,,,,//,//,//,//
The Campus Companion,http://www.crunchbase.com/company/the-campus-companion,"<p>The Campus Companion strives to help college students succeed academically, socially, financially, and spiritually. To achieve this The Campus Companion wishes to serve the college population as a blog network and corporate liaison.</p>

<p>The Campus Companion network consists of a wide variety of sites each catering to a different yet unique college demographic. All articles are written by current students or recent graduates  from all over the country in an attempt to help one another through the experience of college.</p>

<p>Many of these articles are written by The Campus Companion team, but others are written by volunteers who simply want to help their fellow students.</p>

<p>The Campus Companion also serves as a liaison for corporations and companies trying to better reach their college audiences. We provide a variety of ways for corporations to more efficiently reach their college audience including, Marketing Solutions, Advertising, Focus Groups, Content Syndication, Mystery Shopping, Product Review, Idea Generation, Partnerships, Products and Offerings, Books, Products, and the Uomo Universale Scholarship.</p>",,,,,//,//,//,//
The Campus List,http://www.crunchbase.com/company/the-campus-list,"<p>The Campus List is a college classifieds website that allows students to buy and sell items on their school campus.</p>

<p>Designed by four students, this service allows you to not only search your own campus, but others around you. We believe in simplicity and in connecting buyers and sellers together in a way that is efficient, easy and 100% free.</p>

<p>Find your campus from the homepage. From there, you can choose to register and list an item or just browse. By registering, you will be automatically taken to your campus on future visits to the site. Your campus page will be the starting point for finding everything you need. If it&#8217;s not there, just broaden your search to other campuses within your geographical area. For your personal amusement we have also included different view modes so you can see instantly if that lime green sofa would look good in your apartment.</p>

<p>The Campus List is designed specifically for college students. You won&#8217;t find ads here for senior citizen cruises or mail-order brides. This service is about allowing students to buy and sell things they want and need - textbooks, tickets, furniture, electronics, apartments, cars, events, basically you name it. If it&#8217;s important to you it&#8217;ll be up there.</p>",,,,,//,//,//,//
The City of Ads,http://www.crunchbase.com/company/the-city-of-ads,"<p>Our concept is revolutionary&#8230; it dares to defy the current advertising &#8220;status quo,&#8221; and chooses instead to embrace a marketing vision of the future&#8230;.</p>

<p>Create a fresh, never before seen on-line advertising format, and make it affordable</p>

<p>We believe every business owner, large and small, should be afforded a &#8216;top notch&#8217; advertising venue to promote their goods and services, without the financial burden of &#8220;highly competitive,&#8221; yet exorbitant rates.</p>

<p>Supported by the latest in flash media technology, our breathtaking skylines are visually exciting, user interactive, and continually changing as our busy cities grow. Moving planes, sailing boats, flashing billboards, and advertiser windows, create a unique and welcome home, as the day sky turns to night in a backdrop coinciding with actual city time.</p>

<p>Visitors will enjoy thousands of dollasr in prizes in our daily Advertiser of the Day Treasure Hunt Game, designed to engage users and maximize Advertiser visibility.</p>

<p>During our Pre - Sale Period, we are reserving Advertiser window space in the spectacular Chicago skyline for FREE for the entire year! Just 0 cents a day to get in on the ground floor and secure a spot in a unique, on-line advertising medium destined to open new doors in the field of internet marketing.</p>

<p>&#8220;Let us show you what no one has seen before&#8230;&#8230;&#8230;&#8230;. We invite you to&#8230;&#8221;</p>

<p>The City of Ads</p>",,,,,//,//,//,//
TicketProcess,http://www.crunchbase.com/company/ticketprocess,"<p>TicketProcess is one of most popular online ticket exchanges today. TicketProcess sells discount concert tickets, sports tickets and theater tickets throughout United States, Canada &amp; Europe.</p>

<p>TicketProcess.com was founded by a group of folks that know exactly what it is like to seek out an affordable ticket for a popular team or entertainer. The also want the entire process to be simple and smooth. They believe that folks who are spending their hard-earned money on tickets should be awarded with the peace of mind of knowing that they will consistently get the most out of their dollar. </p>",,,,,//,//,//,//
Topadmit,http://www.crunchbase.com/company/topadmit,"<p>Found in 2005 by Stanford alumni, in the state of California, Top Admit.com is an American-based company with an international perspective that has become one of the premiere online college admissions and essay editing consultancy companies in the world. We have since assisted tens of thousands of students from Asia, Europe, and North America gain admissions to the schools of their choices.</p>

<p>It is our mission to help applicants by providing professional English-language services including the editing and proofreading of essays, resumes, recommendation letters and other application documents. We have helped applicants gain admission to undergraduate schools, graduate schools (engineering, MBA), professional schools (law, medical), and Ph.D. programs. Our highest priority is to ensure that all of our clients are satisfied with our services. Equally important is that our client information and identity is kept strictly confidential. Lists of our former clients are never given to other marketing firms, or admissions officers of any college.</p>

<p>Topadmit.com has a assembled an elite team of editors who are native-English speaking graduates of such prestigious schools as Harvard University, Stanford University, Yale University, Brown University, the University of Chicago, and Dartmouth College. Our editors have degrees in such varied fields as humanities, arts, music, business, science and technology, law, education, English and political science. Each of our consultants has over six years experience in the composition and editing of application essays, and several have served as admissions officers and scholarship judges at Ivy League schools. Our editorsâ€™ performance is reviewed regularly, and rated based on client feedback and our own internal assessment standards.</p>",100000.0,,,,1/1/1000,//,//,//
Total Frat Move,http://www.crunchbase.com/company/total-frat-move,"<p>TotalFratMove.com is a leading comedy and entertainment website that launched on June 1, 2010. TFM offers a satiric and often unabashedly blunt genre of comedy from the perspective of America&#8217;s privileged youth.</p>",,,,,//,//,//,//
Totton,http://www.crunchbase.com/company/totton,<p>Totton&#8217;s local trade and business services directory and listings</p>,,,,,//,//,//,//
Trident University,http://www.crunchbase.com/company/trident-university,"<p>Trident University International uses the Robust Learning Model™ (RLM), which employs case-based and applied learning methodologies for online course studies.</p>

<p>TUI combines the two dynamics of technology and teaching in ways that improve the student experience by converging the latest teaching methodologies with the most appropriate tools and technologies to create an effective learning environment. </p>

<p>TUI operates from its headquarters in Cypress, California as a privately-owned independent academic institution that was granted regional accreditation by the Western Association of Schools and Colleges (WASC) in February 2005. </p>",,,,,//,//,//,//
TuitionU.com,http://www.crunchbase.com/company/tuitionu-com,"<p>TuitionU is about helping students fulfill their dreams of an education, without sticking them with a future they canâ€™t afford.  It begins and ends with knowledge. TuitionU.com provides information that will help get people through school with the lowest-cost loan they can find.   TuitionU believes all financial aid searches should begin with support from their schools financial aid department and include federal loan applications, grants, scholarships and support from friends and family.</p>",,,,,//,//,//,//
Tutfly,http://www.crunchbase.com/company/tutfly,<p>Tutfly is collaborative tutoring with a notes exchange (think Conceptboard for Google+ Hangouts meets Notehall).  What does that mean?  Simply &#8230;  It&#8217;s peer tutoring (via webcam and flyboard aka whiteboard) where people can tutor each other and share their knowledge base all in one place.  People can also sell their course notes as well as recorded tutoring sessions among each other to earn some cash.</p>,,,,,//,//,//,//
Tutor Assignment,http://www.crunchbase.com/company/tutor-assignment,<p>Tutor Assignment is a community marketplace where students can post assignments and receive bids from verified student tutors for help on the assignment. Tutor Assignment gives students who earned an A in a course the opportunity to make money by helping out other students. </p>,25000.0,,,,10/1/2010,//,//,//
Tweak The Future Innovations,http://www.crunchbase.com/company/tweak-the-future-innovations,"<p>As an organization, TTFi aims at creating innovative and futuristic systems/solutions that tweak (fine-tune) the way we work. </p>

<p>It aims to conceptualize and design products/solutions using futuristic technologies that have a global impact and make systems more efficient and productive. </p>

<p>Its first product is SoCoWorld. It envisions to tweak the future by becoming an innovative and disruptive solution for the education industry. It strives to breathe life into education!</p>

<p>Its vision is &#8216;To weave a boundless learning network that breathes life!&#8217;</p>",,,,,//,//,//,//
Twenty19,http://www.crunchbase.com/company/twenty19,"<p>Twenty19 (www.twenty19.com) is a college student opportunity portal which connects students with various opportunities such as internships, fresher jobs and provides updated information on college events, conferences, scholarships and competitions they can participate in. The portal also helps students choose the right training courses to join and provides useful insights for the students through the resources section.</p>

<p>Twenty19 strives to educate and enable students to learn by DOing. At Twenty19 we believe that the real learning for a student lies beyond the four walls of a classroom. Students can gain meaningful knowledge and skills only when they take initiatives and get hands on experience in the real world. This platform enables students to equip themselves in the best possible way to live their dream career.</p>

<p>Twenty19 presently caters to students from over 1400 colleges and connects them to over 1200 partner companies for internships and placements.</p>

<p>Twenty19.com provides an easy platform for companies to recruit interns and freshers for their organization as well help them brand themselves better among students.</p>",,,,,//,//,//,//
U Sphere,http://www.crunchbase.com/company/u-sphere,"<p>U Sphere is the college connection portal, offering free connections between college-bound students and colleges and universities throughout the world.</p>

<p>The service is free for students and parents to use &#8211; colleges and universities pay for the rights to contact students within the closed U Sphere network.</p>

<p>U Sphere also provides college funding assistance through a relationship with SavvyTuition &#8211; providing loan information based on the student&#8217;s target schools.</p>",,,,,//,//,//,//
U. Inc.,http://www.crunchbase.com/company/u-inc,"<p>U. Inc. serves the Higher Education market primarily through it&#8217;s website colleges.com and U. Magazine, the largest college magazine in North America which has been published for over 20 years.    U. Inc.&#8217;s mission is to help students find and finance their education.</p>",,,,,//,//,//,//
UCampus,http://www.crunchbase.com/company/ucampus,"<p>UCampus is a growing network of hyper-local websites targeting college students at different schools across the nation. Each website allows students to quickly access important on and off campus information and resources, everything from reminders about school deadlines to open restaurants and current specials. </p>

<p>For local businesses, UCampus replaces traditional print advertising as the primary advertising option on each college campus. UCampus offers a simple and affordable business platform that allows local businesses to easily control their information and promote their business to college customers.</p>",100000.0,,,,12/1/2011,//,//,//
UOPTutorials,http://www.crunchbase.com/company/uoptutorials,"<p>Welcome to UOP Tutorials! Place to look for the assistance and guidance you need to ace your classes in University of Phoenix.</p>

<p>UOPTutorials.com is basically a homework help website primarily assisting University of Phoenix Tutorials. The website provides tutorials and guides that help students get their assignments done in a better way. There are more than hundred courses that are provided with more updated on daily basis.</p>

<p>UOPtutorials.com has grown quickly to become one of the best resource on the web. Though it primarily assist students of University of Phoenix, it also provides custom help to students from other universities and currently. Currently the major focus of the website is on USA and UK educational sectors.</p>",,,,,//,//,//,//
Ultrinsic,http://www.crunchbase.com/company/ultrinsic,"<p>Ultrinsic is a web based incentive program that allows college students to invest
money in their future academic performance.  For instance, people join a gym with their friends in order to motivate themselves to exercise even though exercising is painful.  Ultrinsic is currently in 36 schools.
Ultrinsic lets students set target grades and choose cash incentives based on their individual educational goals. The incentive is created by the student and Ultrinsic each contributing money to the final reward that the student can earn by achieving the target grade.   For instance, if John, a student, is taking a Math 101 and wants to receive $200 dollar if he gets an A- or better, John can go to Ultrinsic and for instance contribute $100 to his incentive.  If he gets the A- or better he receives $200 if not, then he receives nothing.  Ultrinsic has over 50,000 classes in its system.
Ultrinsic puts college students in control of their own motivation and lets them reap immediate rewards, making school a fun and exciting experience.  Behavioral psychology has shown that people work best with proper incentives.</p>",,,,,//,//,//,//
UniQuestions,http://www.crunchbase.com/company/uniquestions-2,"<p>Building a global university network, through knowledge.</p>

<p>Founded by George Newman and Flynn Macfarlane in Brisbane, Australia on May 23, 2011. Directed and managed by George, Flynn, Richard Watson (AM, BSc, RMIT FAICD), Christopher Newman (CPA, BCom) and Igor Goldobin (BE).</p>",,,,,//,//,//,//
Unigo,http://www.crunchbase.com/company/unigo,"<p>Powered by a network of the nation&#8217;s top college counselors and a vibrant community of enrolled college students, Unigo is the Web&#8217;s largest resource of information to find, get in and pay for college. Families use Unigo for admissions advice and access to more than 250,000 multimedia reviews by students on 6,500 campuses across the country, for free. The reviews on Unigo are included in US News &amp; World Report&#8217;s college directory and rankings. Founded in 2008, Unigo is based in New York and funded by McGraw Hill and angel investors.  </p>

<p>Unigo offers the ability for prospective students to have a live one-on-one video session with college counselors and current college students from around the country. With more than 15,000 college students and counselors available for sessions, prospective students can browse and search based on the type of desired session, areas of interest, region, ethnicity, and much more. Customers can purchase and begin a live chat instantly, or choose a more convenient time based on the student or counselor’s availability schedule. The counselors and college students available for live sessions have all been personally vetted by the Unigo team to ensure a valuable and informative experience for prospective students.</p>

<p>Research by Public Agenda, commissioned by the Bill &amp; Melinda Gates Foundation, suggests the existing high school guidance system is a perilously weak part of the nation&#8217;s efforts to increase college attendance. The report offers disturbing confirmation that the system is failing. The College Board estimates the national ratio of high school students to college counselors is 467 to 1, and college counselors only spend an average of 38 minutes per student per year, according to a report commissioned by the National Association for College Admission Counseling.  </p>

<p>Frustrated by his own experience with the college admissions process, as an 18-year-old college freshman, founder and CEO, Jordan Goldman began his career by creating the &#8220;Students&#8217; Guide to Colleges&#8221; series of college guidebooks, which were released in five annual editions from Penguin Books. Eight years later, he raised angel financing to start Unigo. The son of a veteran public school teacher, Unigo&#8217;s mission is to make higher education more accessible to the 25 million students and their families who research the college admissions process each year.</p>",,1600000.0,,,//,9/15/2011,//,//
UniversityJunction,http://www.crunchbase.com/company/universityjunction,"<p>UniversityJunction provides an online connection to classmates through academic forums. The website also helps students complete their coursework more efficiently by allowing students to share what they think is most relevant to each course. The site is free to all students.</p>

<p>The UniversityJunction team recognized the absence of any comprehensive study tools for undergraduate students across all disciplines and created an ethical site to fulfill the need. In essence, the goal is to provide a place where information can be shared, materials can be accessed and connections can be made so that a student can better understand and complete their courses successfully.</p>

<p>The current features of the website include academic forums, a search function and a digital library full of student uploaded materials. The academic forums include the ability to post a question to a specific class or to a general subject, and are viewable by all users. The search function allows students to not only search the web, but also to search a digital library which is populated with various types of documents, links as well as audio and visual files. </p>

<p>Active student participation will help the website grow to benefit all users. UniversityJunction recognizes that each student needs to learn the same course material but have different learning methods, which is why new functions will gradually be implemented to suit the needs of all users. </p>

<p>UniversityJunction is currently available for tens of thousands of courses across 10 campuses throughout the United States and Canada. The network will continue to expand steadily to reach over 160,000 courses on 56 campuses by March, and 160 universities and colleges in total, by the end of 2009.</p>",,,,,//,//,//,//
UniversityLyfe,http://www.crunchbase.com/company/universitylyfe,"<p>UniversityLyfe is a collegiate application that allows friends and students to collaborate on projects, study in virtual classroom environments, upload, share and download photos, videos, audio tracks and office documents!</p>",,,,,//,//,//,//
UniversityNow,http://www.crunchbase.com/company/universitynow,"<p>UniversityNow is an education and technology start-up based in San Francisco.  Its mission is to help ensure that affordable, high quality post-secondary education is available to people everywhere.  To accomplish this, UniversityNow is building a network of the most affordable and accessible accredited universities in the world, starting with the launch of New Charter University (http://new.edu).</p>

<p>UniversityNow&#8217;s vision is a world in which no one is deprived of access to quality education — a world in which students can obtain recognized college degrees that improve their futures, without taking on the burden of student debt.</p>

<p>This includes employing:</p>

<ul>
<li><p>Technology-assisted learning environments focused on efficiency and student success;</p></li>
<li><p>Peer-to-peer learning communities where students share their knowledge and skills, and help each other obtain recognized degrees and credentials;</p></li>
<li><p>Pedagogical models where the faculty serves as mentors and coaches as well as subject matter experts;</p></li>
<li><p>Evaluation systems that measure student achievement on whether students meet standards that are rigorous, clearly articulated and recognized; and</p></li>
<li><p>Tuition models that are significantly more affordable.</p></li>
</ul>",,4200000.0,17300000.0,,//,12/1/2010,6/21/2012,//
UpOut,http://www.crunchbase.com/company/upout,"<p>UpOut helps people discover fun events and activities happening near and now. The startup uses interests, favorite venues and social signals to help make going out awesome. The company was founded in June 2011, is backed by Tandem Entrepreneurs and is currently based in San Francisco.</p>",,,,,//,//,//,//
Upclique,http://www.crunchbase.com/company/upclique,"<p>Upclique is the Free Online College Recruitment Network.</p>

<p>Upclique reinvents the college search process by helping students, counselors and academic institutions find and engage with one another for free online. The site lets students search and build a list of potential fits based on criteria like major, location, and campus life, and gives school counselors one central place to approve grades, and build relationships with colleges for all the students under their guidance. College recruiters can in turn search for students who fit what they are looking for, whether through grades, athletics, extracurricular activities, interests or college preferences, and then send a connection request directly to those students to start the dialogue.  </p>",,,,,//,//,//,//
Uscoop,http://www.crunchbase.com/company/uscoop,"<p>Uscoop is a private college lifestyle and flash deal website for student-members to buy vouchers at a discount for select online brands. </p>

<p>The deals are inspired by undergrad and grad dorm room and style photos featured in the core editorial sections of the website, Campus Cribs and Campus Style Watch. Uscoop ambassadors and student paparazzi are integral to the companyâ€™s growth model; ambitious students fascinated by entrepreneurship and marketing take initiative to source organic campus trends and curate local and national deals.  </p>

<p>Brands gain much desired recognition amongst the young, viral target audience and drive traffic to their own e-commerce sites. Uscoop helps brands contextualize their product or service from the mindset of a student by marketing their goods in natural campus environments. Unlike other private sale sites, brands provide discounts on current merchandise for students as opposed to last seasonâ€™s overstock inventory.  </p>

<p>Uscoop is defining a new model for the future of online marketing by translating street style into e-commerce. </p>",,,,,//,//,//,//
Valore Books,http://www.crunchbase.com/company/valore-books,"<p>Valore Books is a marketplace where college students can buy and sell textbooks.</p>

<p>San Diego-based ValoreBooks.com (www.valorebooks.com) is the studentsâ€™ premier marketplace to buy and sell college textbooks at far less than the campus bookstore. The companyâ€™s wide selection comes from more than 14,000 booksellers across the country at up to 90 percent off the list price. Known for providing cheap textbooks and giving back to students, ValoreBooks.com has also been cited by the Better Business Bureau for providing a superior level of customer service.</p>",,,,,//,//,//,//
Varsity Outreach,http://www.crunchbase.com/company/varsity-outreach,"<p>Varsity Outreach helps admission offices leverage social networking to improve student recruitment and yield.</p>

<p>Using our Facebook Applications, colleges and universities can create communities for prospective and admitted students that go beyond Groups and Pages.</p>

<p>Varsity Outreach hopes to encourage prospective and admitted students to interact with each other. Schools can help students connect to other applicants in their area or find fellow students who share the same interests and passions as they do. Students can also build personal relationships with admission counselors in a setting they are comfortable with. </p>",,,,,//,//,//,//
